source,target,relation,prior_weight,lag_corr,best_lag_5min,calibrated_weight
map:official,global:ticket,context_to_ticket,0.25,0.19952600414078675,0,0.23233410144927535
global:ticket,map:official,context_to_ticket,0.25,0.19952600414078675,0,0.23233410144927535
map:official,global:rail,context_to_rail,0.25,0.19952600414078675,0,0.23233410144927535
global:rail,map:official,context_to_rail,0.25,0.19952600414078675,0,0.23233410144927535
map:official,前山安检口/前山1通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
前山安检口/前山1通道,map:official,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:official,前山安检口/前山2通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
前山安检口/前山2通道,map:official,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:official,前山安检口/前山3通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
前山安检口/前山3通道,map:official,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:official,外餐安检口/外餐1通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐1通道,map:official,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:official,外餐安检口/外餐2通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐2通道,map:official,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:official,外餐安检口/外餐3通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐3通道,map:official,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:official,外餐安检口/外餐4通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐4通道,map:official,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:official,外餐安检口/外餐5通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐5通道,map:official,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:official,外餐安检口/外餐6通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐6通道,map:official,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:user,global:ticket,context_to_ticket,0.25,0.19952600414078675,0,0.23233410144927535
global:ticket,map:user,context_to_ticket,0.25,0.19952600414078675,0,0.23233410144927535
map:user,global:rail,context_to_rail,0.25,0.19952600414078675,0,0.23233410144927535
global:rail,map:user,context_to_rail,0.25,0.19952600414078675,0,0.23233410144927535
map:user,前山安检口/前山1通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
前山安检口/前山1通道,map:user,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:user,前山安检口/前山2通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
前山安检口/前山2通道,map:user,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:user,前山安检口/前山3通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
前山安检口/前山3通道,map:user,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:user,外餐安检口/外餐1通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐1通道,map:user,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:user,外餐安检口/外餐2通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐2通道,map:user,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:user,外餐安检口/外餐3通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐3通道,map:user,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:user,外餐安检口/外餐4通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐4通道,map:user,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:user,外餐安检口/外餐5通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐5通道,map:user,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
map:user,外餐安检口/外餐6通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐6通道,map:user,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
doc:problem,global:ticket,context_to_ticket,0.25,0.19952600414078675,0,0.23233410144927535
global:ticket,doc:problem,context_to_ticket,0.25,0.19952600414078675,0,0.23233410144927535
doc:problem,global:rail,context_to_rail,0.25,0.19952600414078675,0,0.23233410144927535
global:rail,doc:problem,context_to_rail,0.25,0.19952600414078675,0,0.23233410144927535
doc:problem,前山安检口/前山1通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
前山安检口/前山1通道,doc:problem,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
doc:problem,前山安检口/前山2通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
前山安检口/前山2通道,doc:problem,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
doc:problem,前山安检口/前山3通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
前山安检口/前山3通道,doc:problem,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
doc:problem,外餐安检口/外餐1通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐1通道,doc:problem,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
doc:problem,外餐安检口/外餐2通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐2通道,doc:problem,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
doc:problem,外餐安检口/外餐3通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐3通道,doc:problem,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
doc:problem,外餐安检口/外餐4通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐4通道,doc:problem,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
doc:problem,外餐安检口/外餐5通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐5通道,doc:problem,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
doc:problem,外餐安检口/外餐6通道,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
外餐安检口/外餐6通道,doc:problem,context_to_security,0.22,0.19952600414078675,0,0.2128341014492754
facility:北门锁钥关城城楼,facility:北四楼・好汉石打卡点,scenic_route,0.58,0.0,0,0.377
facility:北四楼・好汉石打卡点,facility:北门锁钥关城城楼,scenic_route,0.58,0.0,0,0.377
facility:北四楼・好汉石打卡点,facility:北索道入口平台,scenic_route,0.58,0.0,0,0.377
facility:北索道入口平台,facility:北四楼・好汉石打卡点,scenic_route,0.58,0.0,0,0.377
facility:北索道入口平台,facility:北八楼・好汉坡制高点,scenic_route,0.58,0.0,0,0.377
facility:北八楼・好汉坡制高点,facility:北索道入口平台,scenic_route,0.58,0.0,0,0.377
facility:北八楼・好汉坡制高点,facility:北八至北九 S 弯长城,scenic_route,0.58,0.0,0,0.377
facility:北八至北九 S 弯长城,facility:北八楼・好汉坡制高点,scenic_route,0.58,0.0,0,0.377
facility:岔道城古炮展区,facility:南索道入口平台,scenic_route,0.58,0.0,0,0.377
facility:南索道入口平台,facility:岔道城古炮展区,scenic_route,0.58,0.0,0,0.377
facility:南索道入口平台,facility:南四楼南线全景机位,scenic_route,0.58,0.0,0,0.377
facility:南四楼南线全景机位,facility:南索道入口平台,scenic_route,0.58,0.0,0,0.377
前山安检口/前山1通道,facility:北门锁钥关城城楼,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北门锁钥关城城楼,前山安检口/前山1通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山1通道,facility:北四楼・好汉石打卡点,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北四楼・好汉石打卡点,前山安检口/前山1通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山1通道,facility:北索道入口平台,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北索道入口平台,前山安检口/前山1通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山1通道,facility:北八楼・好汉坡制高点,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北八楼・好汉坡制高点,前山安检口/前山1通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山1通道,facility:北八至北九 S 弯长城,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北八至北九 S 弯长城,前山安检口/前山1通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山2通道,facility:北门锁钥关城城楼,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北门锁钥关城城楼,前山安检口/前山2通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山2通道,facility:北四楼・好汉石打卡点,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北四楼・好汉石打卡点,前山安检口/前山2通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山2通道,facility:北索道入口平台,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北索道入口平台,前山安检口/前山2通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山2通道,facility:北八楼・好汉坡制高点,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北八楼・好汉坡制高点,前山安检口/前山2通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山2通道,facility:北八至北九 S 弯长城,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北八至北九 S 弯长城,前山安检口/前山2通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山3通道,facility:北门锁钥关城城楼,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北门锁钥关城城楼,前山安检口/前山3通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山3通道,facility:北四楼・好汉石打卡点,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北四楼・好汉石打卡点,前山安检口/前山3通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山3通道,facility:北索道入口平台,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北索道入口平台,前山安检口/前山3通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山3通道,facility:北八楼・好汉坡制高点,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北八楼・好汉坡制高点,前山安检口/前山3通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
前山安检口/前山3通道,facility:北八至北九 S 弯长城,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
facility:北八至北九 S 弯长城,前山安检口/前山3通道,front_gate_to_north_route,0.64,0.0,0,0.41600000000000004
外餐安检口/外餐1通道,facility:岔道城古炮展区,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:岔道城古炮展区,外餐安检口/外餐1通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐1通道,facility:南索道入口平台,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南索道入口平台,外餐安检口/外餐1通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐1通道,facility:南四楼南线全景机位,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南四楼南线全景机位,外餐安检口/外餐1通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐2通道,facility:岔道城古炮展区,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:岔道城古炮展区,外餐安检口/外餐2通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐2通道,facility:南索道入口平台,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南索道入口平台,外餐安检口/外餐2通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐2通道,facility:南四楼南线全景机位,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南四楼南线全景机位,外餐安检口/外餐2通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐3通道,facility:岔道城古炮展区,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:岔道城古炮展区,外餐安检口/外餐3通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐3通道,facility:南索道入口平台,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南索道入口平台,外餐安检口/外餐3通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐3通道,facility:南四楼南线全景机位,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南四楼南线全景机位,外餐安检口/外餐3通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐4通道,facility:岔道城古炮展区,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:岔道城古炮展区,外餐安检口/外餐4通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐4通道,facility:南索道入口平台,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南索道入口平台,外餐安检口/外餐4通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐4通道,facility:南四楼南线全景机位,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南四楼南线全景机位,外餐安检口/外餐4通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐5通道,facility:岔道城古炮展区,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:岔道城古炮展区,外餐安检口/外餐5通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐5通道,facility:南索道入口平台,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南索道入口平台,外餐安检口/外餐5通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐5通道,facility:南四楼南线全景机位,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南四楼南线全景机位,外餐安检口/外餐5通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐6通道,facility:岔道城古炮展区,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:岔道城古炮展区,外餐安检口/外餐6通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐6通道,facility:南索道入口平台,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南索道入口平台,外餐安检口/外餐6通道,outside_gate_to_south_route,0.6,0.0,0,0.39
外餐安检口/外餐6通道,facility:南四楼南线全景机位,outside_gate_to_south_route,0.6,0.0,0,0.39
facility:南四楼南线全景机位,外餐安检口/外餐6通道,outside_gate_to_south_route,0.6,0.0,0,0.39
map:official,facility:北八楼・好汉坡制高点,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北八楼・好汉坡制高点,map:official,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:official,facility:北索道入口平台,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北索道入口平台,map:official,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:official,facility:北四楼・好汉石打卡点,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北四楼・好汉石打卡点,map:official,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:official,facility:北门锁钥关城城楼,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北门锁钥关城城楼,map:official,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:official,facility:北八至北九 S 弯长城,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北八至北九 S 弯长城,map:official,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:official,facility:南索道入口平台,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:南索道入口平台,map:official,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:official,facility:南四楼南线全景机位,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:南四楼南线全景机位,map:official,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:official,facility:岔道城古炮展区,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:岔道城古炮展区,map:official,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:official,ropeway:北线索道（北八楼空中索道）,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
ropeway:北线索道（北八楼空中索道）,map:official,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
map:official,ropeway:南线索道（南四楼地面缆车）,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
ropeway:南线索道（南四楼地面缆车）,map:official,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
map:user,facility:北八楼・好汉坡制高点,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北八楼・好汉坡制高点,map:user,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:user,facility:北索道入口平台,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北索道入口平台,map:user,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:user,facility:北四楼・好汉石打卡点,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北四楼・好汉石打卡点,map:user,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:user,facility:北门锁钥关城城楼,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北门锁钥关城城楼,map:user,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:user,facility:北八至北九 S 弯长城,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北八至北九 S 弯长城,map:user,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:user,facility:南索道入口平台,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:南索道入口平台,map:user,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:user,facility:南四楼南线全景机位,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:南四楼南线全景机位,map:user,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:user,facility:岔道城古炮展区,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:岔道城古炮展区,map:user,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
map:user,ropeway:北线索道（北八楼空中索道）,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
ropeway:北线索道（北八楼空中索道）,map:user,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
map:user,ropeway:南线索道（南四楼地面缆车）,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
ropeway:南线索道（南四楼地面缆车）,map:user,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,facility:北八楼・好汉坡制高点,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北八楼・好汉坡制高点,doc:problem,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,facility:北索道入口平台,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北索道入口平台,doc:problem,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,facility:北四楼・好汉石打卡点,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北四楼・好汉石打卡点,doc:problem,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,facility:北门锁钥关城城楼,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北门锁钥关城城楼,doc:problem,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,facility:北八至北九 S 弯长城,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:北八至北九 S 弯长城,doc:problem,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,facility:南索道入口平台,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:南索道入口平台,doc:problem,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,facility:南四楼南线全景机位,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
